WordContent,sentences,index
तपेदिक,"वह तपेदिक जो फुफ्फुसों ( फेफड़ों ) को प्रभावित नहीं करता , अतिरिक्त - फुफ्फुसीय तपेदिक कहलाता है ।",186
तपेदिक,"तपेदिक केन्द्रीय तंत्रिका तंत्र को प्रभावित कर सकता है ( मस्तिष्क - आवरण ( मेनिन्जेस ) , मस्तिष्क और मेरुरज्जु ) , इन मामलों में यह क्रमशः टीबी मेनिनजाईटिस , टीबी सेरेब्रिटिस , टीबी मायेलिटिस कहलाता है ।",200
तपेदिक,एड्स और तपेदिक के मुकाबले २००७ के नवंबर माह में मलेरिया के लिए दुगने से भी ज्यादा ४६.९ करोड़ डालर की सहायता राशि खर्च की गई ।,247
तपेदिक,"शल्य चिकित्सा के बाद तपेदिक का उपचार करने के बाद भी कुछ जटिलताएं पायी गयीं जैसे बार बार हिमोपटाईसिस , फुफ्फुस का नष्ट हो जाना या एम्पाइएमा ( फुफ्फुसीय गुहा में मवाद का इकठ्ठा हो जाना ) ।",710
तपेदिक,एक ऐसे रोगी का निकट संपर्क इसका उदाहरण हो सकता है जिसमें तपेदिक का पूरी तरह से संवेदनशील विभेद हो ।,740
पूरी,यह रोग अमेरिका से १९४४ में पूरी तरह मिटा दिया गया ।,75
पूरी,"इसकी जगह पीजेडए विकल्प के रूप में सिरप भी दिया जा सकता है , या और अगर गोली का आकार वास्तव में बहुत बड़ा है और इसका सिरप विकल्प उपलब्ध नहीं है तो पीजेडए को पूरी तरह से हटाया जा सकता है ।",117
पूरी,""" पी. फैल्सीपैरम "" के संक्रमण में यह पूरी प्रक्रिया हर ३६ से ४८ घंटे में होती है या लगातार ज्वर रह सकता है ।",251
पूरी,"वेल्स में वाइगोल जॉन ब्राइट और वाइगोल फॉर्ड डफरिन को यह बीमारी हुई थी , इसलिए वे पूरी कोशिश करते थे कि हर बच्चे को खसरे का टीका लगे ।",267
पूरी,"कूल्हे के फ़्रैक्चर के बाद 6 महीने की मृत्यु - दर लगभग 13.5 % बनती है और ऐसे लोगों के पर्याप्त अनुपात ( लगभग 13 % ) को , जिन्हें कूल्हे का फ़्रैक्चर हुआ है , कूल्हा अस्थि - भंग के बाद चलने - फिरने के लिए पूरी मदद की ज़रूरत होती है ।",643
पूरी,मच्छरों के काटने से बचने के लिये लोग ऐसे कपड़े पहन सकते हैं जो पूरी तरह से उनकी त्वचा को ढक कर रखें ।,677
क्षेत्रों,"हालांकि पोलियो वायरस संचरण दुनिया के बहुत बड़े हिस्से में बाधित कर दिया गया है , किन्तु जंगली पोलियो वायरस का संचरण जारी है और पहले से पोलियो मुक्त क्षेत्रों में जंगली पोलियो वायरस के आयातित होने का निरंतर ख़तरा बना हुआ है ।",79
क्षेत्रों,"अगर पोलियो वायरस आयातित होता है तो , पोलियो का प्रकोप फ़ैल सकता है , खासतौर पर उन क्षेत्रों में जहाँ कम टीकाकरण कवरेज है और पर्याप्त स्वच्छता नहीं है ।",80
क्षेत्रों,"इसमें यह तथ्य भी शामिल है कि जिन क्षेत्रों में डॉट्स रणनीति का उपयोग नहीं किया जाता , वहां आमतौर पर सुरक्षा के कम मानक उपलब्ध कराये जाते हैं ।",172
क्षेत्रों,"जिन क्षेत्रों में डॉट्स का उपयोग किया जाता है , वहां अन्य सुविधाओं के लिए मदद की अपेक्षा करने वाले रोगियों की संख्या कम होती है जिन्हें अज्ञात उपचार दिए जाते हैं और इस उपचार के अज्ञात परिणाम सामने आते हैं ।",173
क्षेत्रों,"वर्तमान में मलेरिया भूमध्य रेखा के दोनों तरफ विस्तृत क्षेत्र में फैला हुआ है इन क्षेत्रों में अमेरिका , एशिया तथा ज्यादातर अफ्रीका आता है , लेकिन इनमें से सबसे ज्यादा मौते ( लगभग ८५ से ९० % तक ) उप - सहारा अफ्रीका में होती हैं ।",231
क्षेत्रों,सूखे क्षेत्रों में इसके प्रसार का वर्षा की मात्रा से गहरा संबंध है ।,233
जीवन,"1920 के दशक में जीवन में वृद्धि की संभावनाओं और सिगरेट निर्माण के आधुनिकीकरण के साथ , स्वास्थ्य के प्रतिकूल प्रभाव और अधिक परिलक्षित होने लगे ।",33
जीवन,पुरुष और महिला धूम्रपान करने वाले अपने जीवन के क्रमशः 13.2 वर्ष और 14.5 वर्ष औसतन कम कर लेते हैं ।,316
जीवन,संयुक्त राज्य अमेरिका में प्रतिदिन एक पैकेट से अधिक धूम्रपान करने वाला पुरुष अपने जीवन काल में औसतन 19000 डॉलर केवल अपनी चिकित्सा पर खर्च करता है ।,338
जीवन,अमेरिका में प्रतिदिन एक पैकेट से अधिक धूम्रपान करने वाली महिला भी अपने जीवन काल में औसतन 25800 डॉलर केवल अपनी अतिरिक्त स्वास्थ्य देखभाल पर खर्च करती है ।,339
जीवन,"जितना हृद्दौर्बल्य बढ़ता है , रोगी के जीवन की आशा उतनी ही कम हो जाती है ।",423
जीवन,"वायरस उन संक्रमित मच्छरों के लिये कोई समस्या पैदा नहीं करते दिखते हैं , जो अपने पूरे जीवन भर संक्रमित रहेंगे ।",501
बीच,1950 में ब्रिटिश मेडिकल जर्नल में प्रकाशित एक शोध द्वारा रिचर्ड डौल ने धूम्रपान और फेफड़ों के कैंसर के बीच में संबंध दिखाया ।,44
बीच,"कुछ इसी तरह 1964 में धूम्रपान और स्वास्थ्य पर अमेरिकन सर्जन जनरल ने धूम्रपान और कैंसर के बीच संबंध बताया , जिसकी पुष्टि 20 वर्षों बाद 1980 के दशक के बाद के वर्षों में की गई ।",46
बीच,"संयुक्त राज्य अमेरिका की चार बड़ी तम्बाकू कंपनियों और 46 राज्यों के अटॉर्नी जनरलों के बीच हुए टोबेको मास्टर सेटलमेन्ट एग्रीमेंट ( Tobacco Master Settlement Agreement ) , जो बाद में अमेरिका के इतिहास का सबसे बड़ा नागरिक समझौता बन गया , के तहत तम्बाकू के कई प्रकार के विज्ञापनों पर प्रतिबंध लगा दिया गया और स्वास्थ्य के लिए मुआवजे की मांग रखी गई ।",49
बीच,"पोलियो टीके की पहली खुराक जन्म के बाद शीघ्र ही , आमतौर पर १ से २ महीने की उम्र के बीच और , एक दूसरी खुराक 4 महीने की उम्र में दी जाती है ।",101
बीच,"तीसरी खुराक का समय टीका निरूपण पर निर्भर करता है , लेकिन यह ६ से १८ महीने की उम्र के बीच दे देना चाहिए ।",102
बीच,"४ से ६ साल की उम्र के बीच एक बूस्टर टीका दिया जाता है , जो कि स्कूल जाने तक या उस से पहले दिए जाने वाले कुल ४ टीकों में होता है ।",103
शरीर,"यह वास्तव में स्थानिक रोग है , किंतु जीवाणु द्वारा उत्पन्न हुए जीवविष के शरीर में व्याप्त होने से रुधिर विषाक्तता ( Toxemia ) के लक्षण प्रकट हो जाते हैं ।",397
शरीर,"ज्वर , अरुचि , सिर तथा शरीर में पीड़ा आदि जीवविष के ही परिणाम होते हैं ।",398
शरीर,"हृदय के दुर्बल हो जाने से उसके स्पंदन दुर्बल हो जाते हैं , जिससे शरीर का रक्तचाप कम हो जाता है ।",422
शरीर,तरल बनता है तथा यह पूरे शरीर में परिसंचरित होता है ।,466
शरीर,कभी - कभार डेंगू हमारे शरीर के अन्य तंत्रों को प्रभावित कर सकता है ।,478
शरीर,"मानव शरीर में ये बीजाणु फिर पलकर जननाणु बनाते हैं ( नीचे देखें ) , जो फिर आगे संक्रमण फैलाते हैं ।",538
उच्च,"अतः , टीकाकरण कवरेज के उच्च स्तरों को बनाए रखा जाना चाहिए ।",81
उच्च,यदि उपचार के लिए पांच दवाएं ढूंढना मुश्किल है तो चिकित्सक इस बात का अनुरोध कर सकता है कि उच्च स्तरीय INH - प्रतिरोध की जांच की जाये ।,151
उच्च,"कुछ शोधकर्ताओं का सुझाव है कि , क्योंकि डॉट्स प्रणाली उप - सहारा अफ्रीका में तपेदिक के उपचार में इतनी सफल हुई है कि डॉट्स का उपयोग असंक्रामक रोगों जैसे मधुमेह , उच्च रक्तचाप और एपिलेप्सी जैसे रोगों के उपचार में भी किया जाना चहिये ।",178
उच्च,"चूंकि तम्बाकू गैर कानूनी दवा भी नहीं है , इसमें उपभोक्ता के लिए उच्च जोखिम और अधिक दामों वाला कोई काला बाज़ार नहीं है ।",334
उच्च,"बुख़ार संबंधी चरण में , किसी व्यक्ति को आमतौर पर उच्च बुख़ार होता है ।",449
उच्च,"( "" फैब्राइल "" का अर्थ है कि व्यक्ति को उच्च बुख़ार है । )",450
बुख़ार,इस तरह यदि कोई व्यक्ति ऐसे क्षेत्र से लौटता है जहां डेंगू आम है और उसके लौटने के 14 दिन या उसके बाद उसको बुख़ार होता है या अन्य लक्षण दिखते हैं तो शायद उसको डेंगू नहीं है ।,443
बुख़ार,"अक्सर जब बच्चों को डेंगू बुख़ार होता है तो उनके लक्षण आम सर्दी - ज़ुकाम या आंत्रशोथ ( गैस्ट्रोएनटराइटिस ) ( या उदर फ्लू ; उदाहरण के लिये , उल्टी तथा दस्त ( डायरिया ) ) होते हैं ।",444
बुख़ार,"हालांकि , बच्चों में डेंगू बुख़ार द्वारा गंभीर समस्याएं होने की अधिक संभावनाएं होती हैं ।",445
बुख़ार,डेंगू बुख़ार के ऐसे आदर्श लक्षण कम होते हैं जो अचानक शुरू हो जाते हैं जैसे सिरदर्द ( आमतौर पर आँखों के पीछे ) ; चकत्ते तथा मांसपेशियों और जोड़ों में दर्द ।,446
बुख़ार,"बीमारी का उपनाम "" हड्डीतोड़ बुख़ार "" यह दर्शाता है कि यह दर्द कितना गंभीर हो सकता है ।",447
बुख़ार,"डेंगू बुख़ार तीन चरणों में होता है : बुख़ार संबंधी , गंभीर तथा सुधार संबंधी ।",448
शुरुआत,"जब इंग्लैंड के एक कट्टर धूम्रपान विरोधी और "" ए काउंटरब्लास्ट टू टोबेको "" ( A Counterblast to Tobacco ) के लेखक जेम्स प्रथम ने 1604 में तम्बाकू पर अप्रत्याशित 4000 % कर लगा कर एक नई शुरुआत करने की कोशिश की , तो यह एक विफलता साबित हुई , क्योंकि 1600 के दशक की शुरुआत में लंदन में लगभग 7000 तम्बाकू विक्रेता थे ।",11
शुरुआत,इससे मांग में एक जटिल परिवर्तन हुआ जिसके कारण सिगरेट के साथ तंबाकू उत्पादन के औद्योगीकरण की शुरुआत हुई ।,20
शुरुआत,"परीक्षण की शुरुआत कुछ ४००० बच्चों के साथ Franklin Sherman Elementary School , मक्लेँ , वेर्जिनिया में की गयी ।",90
शुरुआत,"धूम्रपान करने वाले , जिनकी प्रत्येक सुबह सिगरेट से शुरुआत होती है , अक्सर सकारात्मक प्रभावों को व्यक्त करेंगे , किन्तु वे स्वीकार नहीं करेंगे कि उन्हें खुशी की कमी महसूस हो रही है ( डोपामाइन के कम स्तर के कारण ) और खुशी के "" सामान्य "" स्तर को पाने के लिए वे धूम्रपान करेंगे ।",293
शुरुआत,"निमोनिया से इतर अस्थमा और सीओपीडी आम तौर पर घरघराहट के साथ होते हैं , फुफ्फुसीय एडेमा में इलेक्ट्रोकार्डियोग्राम असमान्य होता है , कैंसर व श्वासनलिकाविस्फार में लंबे समय की खांसी होती है और एम्बोली में तीखे सीने के दर्द की शुरुआत के साथ सांस लेने में तकलीफ होती है ।",361
शुरुआत,20वीं शताब्दी की शुरुआत में वैज्ञानिकों ने यह जाना कि बीमारी डेंगू वायरस के कारण होती है तथा यह मच्छरों के माध्यम से संचरित होती ( या फैलती ) है ।,599
अलग,"हालांकि लम्बे समय से तम्बाकू के धूम्रपान को एक सार्वभौमिक नशे की लत के रूप में देखा गया है , आंकड़ों द्वारा यह सिद्ध किया जा चुका है कि निकोटिन का आदी बनने में लोगों को अलग अलग समय लगता है ।",4
अलग,"टीबी के रोगियों को अलग रखा जाना एक गंभीर विचार है , कई लोगों के अनुसार यह रोगी के मानव अधिकारों का उल्लंघन है , लेकिन टीबी के इस उपभेद के आगे प्रसार को रोकने के लिए यह आवश्यक हो सकता है ।",130
अलग,दवा से होने वाले हैपेटाइटिस के बारे में अलग से एक खंड में ऊपर चर्चा की गयी है ।,167
अलग,"मलेरिया चूंकि एच.आई.वी. से अलग आयु - वर्ग में होता है , इसलिए यह मेल एच.आई.वी. - टी.बी. ( क्षय रोग ) के मेल से कम व्यापक और घातक होता है ।",229
अलग,रूढ़िवादी यहूदी समुदायों में कई बच्चों को टीकाकरण कवरेज से अलग रखने के कारण वे इस बीमारी से प्रभावित हुए ।,270
अलग,"धूम्रपान करने वाले की छवि काफी अलग हो सकती है , किन्तु यह अक्सर कल्पना में स्वयं तथा अकेलेपन से जुड़ी होती है ।",298
प्रयोग,विश्व में किसी भी स्थान से कहीं ज्यादा अफ्रीका के उप सहारा में तंबाकू और भांग का प्रयोग ना केवल सामाजिक संबंधों की पुष्टि करने अपितु नए संबंध बनाने में भी किया गया ।,16
प्रयोग,दुनियाभर में पोलिओम्येलितिस ( या पोलिओ ) का मुकाबला करने के लिए दो पोलियो वैक्सीन का प्रयोग किया जाता है ।,51
प्रयोग,वे हैं : स्टेरॉयड का प्रयोग टीबी मैनिंजाइटिस में नियमित रूप से किया जाता है ( नीचे दिया गया अनुभाग देखें ) ।,218
प्रयोग,"सूजन - रोधी दवा का एक प्रकार जिसे NSAID ( जैसे आइब्यूप्रोफेन या ऐस्पिरिन ) कहते हैं , प्रयोग नहीं की जानी चाहिये क्योंकि रक्तस्राव होने की काफी संभावना होती है ।",690
प्रयोग,"रिफाम्पिसिन तपेदिक के उपचार के लिए उपलब्ध सबसे शक्तिशाली निर्जर्मीकृत दवा है और सभी उपचार जिनमें रिफाम्पिसिन का प्रयोग नहीं किया जाता है , वे मानक उपचार से लम्बे होते हैं ।",755
प्रयोग,"1940 और 50 के दशक में जैज़ संगीतकारों में मारिजुआना की लोकप्रियता बनी रही , जब तक कि इसका स्थान हेरोइन के प्रयोग ने नहीं ले लिया ।",768
उम्र,"पोलियो टीके की पहली खुराक जन्म के बाद शीघ्र ही , आमतौर पर १ से २ महीने की उम्र के बीच और , एक दूसरी खुराक 4 महीने की उम्र में दी जाती है ।",101
उम्र,"तीसरी खुराक का समय टीका निरूपण पर निर्भर करता है , लेकिन यह ६ से १८ महीने की उम्र के बीच दे देना चाहिए ।",102
उम्र,"४ से ६ साल की उम्र के बीच एक बूस्टर टीका दिया जाता है , जो कि स्कूल जाने तक या उस से पहले दिए जाने वाले कुल ४ टीकों में होता है ।",103
उम्र,"इनमें से कुछ एक वर्ष की आयु से कम के थे और इतनी कम उम्र के थे जब टीकाकरण की सिफारिश की जाती है , लेकिन 63 मामलों में धार्मिक या दार्शनिक कारणों से टीकाकरण कराने से मना कर दिया गया था ।",290
उम्र,फेफड़ों के कैंसर से मरने का खतरा 85 वर्ष की उम्र में धूम्रपान करने वाले एक पुरुष के लिए 22.1 % और धूम्रपान करने वाली एक वर्तमान महिला के लिए 11.9 % है ।,318
उम्र,मृत्यु के प्रतिस्पर्धी कारणों की अनुपस्थिति में इसीसे यह भी अनुमान लगाया गया कि 85 वर्ष की उम्र से पहले आजीवन धूम्रपान न करने वालों की फेफड़ों के कैंसर से मरने की सम्भावना यूरोपीय क्षेत्र के पुरुष के लिए 1.1 % और महिला के लिए 0.8 % है ।,319
दशक,"जब इंग्लैंड के एक कट्टर धूम्रपान विरोधी और "" ए काउंटरब्लास्ट टू टोबेको "" ( A Counterblast to Tobacco ) के लेखक जेम्स प्रथम ने 1604 में तम्बाकू पर अप्रत्याशित 4000 % कर लगा कर एक नई शुरुआत करने की कोशिश की , तो यह एक विफलता साबित हुई , क्योंकि 1600 के दशक की शुरुआत में लंदन में लगभग 7000 तम्बाकू विक्रेता थे ।",11
दशक,"1600 के दशक के मध्य तक हर प्रमुख सभ्यता तम्बाकू के धूम्रपान से परिचित थी और बहुत से मामलों में इसे पहले ही देशी संस्कृति में शामिल कर लिया गया था , बावजूद इसके कि कई शासकों ने इसे रोकने के लिए सख्त दंड या जुर्माने का प्रावधान किया ।",13
दशक,"अंग्रेजी भाषा का शब्द "" स्मोकिंग "" 1700 के दशक के अंत में गढ़ा गया था , जिससे पहले यह प्रक्रिया "" धुंआ पीने "" ( drinking smoke ) के नाम से जानी जाती थी ।",15
दशक,"वर्तमान में कांगो के नाम से बुलाई जाने वाली जगह पर 1800 के दशक में लुबुको ( "" द लैंड ऑफ़ फ्रेंडशिप "" ) में बेना दिएम्बा ( Bena Diemba ) ( "" पीपुल ऑफ़ कैनाबिस "" ) नाम से एक संस्था गठित की गई थी ।",17
दशक,"1860 के दशक में अमेरिकी नागरिक युद्ध तक विकास स्थिर रहा , जिसके बाद प्रमुख श्रमिक , दास से फसल के हिस्सेदार बन गए ।",19
दशक,1800 के दशक में अफीम का धूम्रपान आम हो गया था ।,22
उन,धार्मिक नेता अक्सर उन प्रमुख लोगों में से रहे हैं जिन्होनें धूम्रपान को अनैतिक या तिरस्कार के योग्य माना है ।,7
उन,"अगर पोलियो वायरस आयातित होता है तो , पोलियो का प्रकोप फ़ैल सकता है , खासतौर पर उन क्षेत्रों में जहाँ कम टीकाकरण कवरेज है और पर्याप्त स्वच्छता नहीं है ।",80
उन,थेलिडोमाइड टीबी मैनिंजाइटिस में लाभकारी हो सकता है और इसका उपयोग उन मामलों में किया गया है जिनमें रोगी स्टेरॉयड उपचार के लिए प्रतिक्रिया नहीं देता ।,108
उन,विशेषकर उन देशों में जहाँ सार्वजनिक स्थलों पर धूम्रपान वैध कर दिया गया है ।,305
उन,"HIV / AIDS से पीड़ित लोगों और CD4 की गिनती 200 cells / uL से कम वाले लोगों में trimethoprim / सल्फामेथोक्साजोल एंटीबायोटिक , "" न्यूमोसिस्टिस निमोनिया "" के जोखिम को कम करता है और उन लोगों के लिये उपयोगी हो सकता है , जिनमें प्रतिरक्षा की कमी है लेकिन HIV नहीं है ।",380
उन,अन्य स्नायुतंत्र संबंधी विकार ( मस्तिष्क तथा स्नायुओं को प्रभावित करने वाले विकार ) उन लोगों में दर्ज किये गये हैं जिनको डेंगू बुख़ार होता है ।,483
जिसमें,जिसमें कि आगे चलकर Maine से लेकर कैलिफोर्निया तक ४४ राज्यों के १८ लाख बच्चे शामिल होने थे ।,91
जिसमें,"२१०,००० बच्चों को प्लासेबो , जिसमें हानिरहित मीडिया समूह शामिल था , दिया जा चुका था , और 12 लाख बच्चे जिन्हें कोई भी टीका नहीं लगाया गया था ।",93
जिसमें,122 मामले ऐसे थे जिसमें बच्चों को टीका नहीं दिया गया था या जिनके टीकाकरण की स्थिति अज्ञात थी ।,289
जिसमें,"हालांकि निकोटिन अत्याधिक नशीली दवाई है लेकिन मस्तिष्क पर इसका प्रभाव इतना तीव्र या ध्यान देने योग्य नहीं है जितना कि दूसरी दवाओं जैसे कोकीन , एम्फेटामाइन्स या अन्य कोई मादक पदार्थ का ( जिसमें हेरोइन व मॉर्फीन भी शामिल है ) ।",333
जिसमें,"निमोनिया आम तौर पर संक्रमण और कभी - कभार गैर - संक्रामक न्यूमोनाइटिस से संबंधित है , जिसमें फुफ्फुसीय जमाव का अतिरिक्त गुण भी होता है ।",356
जिसमें,"प्रथम प्रकार अत्युग्र , दूसरा उग्र और तीसरा मृदु रूप का रोग उत्पन्न करता है , जिसमें कभी - कभी झिल्ली तक नहीं बनती ।",406
विकसित,पहला जोनास सॉल्क द्वारा विकसित किया गया और 1952 में उसका पहला परीक्षण किया गया ।,52
विकसित,एक मौखिक टीका अल्बर्ट साबिन द्वारा तनु ( कमजोर किये गए ) पोलियो वायरस का उपयोग करके विकसित किया गया ।,54
विकसित,"टीकाकरण द्वारा पोलियो के प्रति रोग क्षमता को विकसित करने से जंगली पोलियो वायरस का व्यक्ति से व्यक्ति संचरण कुशलतापूर्वक ब्लॉक हो जाता है , जिससे व्यक्तिगत टीका प्राप्तकर्ताओं और व्यापक समुदाय , दोनों की सुरक्षा होती है ।",61
विकसित,"उसके बाद उन्होंने वह teeka तीन हज़ार बच्चों को दिया , जिनमें से कई बच्चों को प्रतिक्रियात्मक एलर्जी हुई , लेकिन किसी में भी पोलियो प्रतिरोधकता विकसित नहीं हुई ।",65
विकसित,पहला प्रभावी पोलियो वैक्सीन पिट्सबर्ग विश्वविद्यालय में 1952 में जोनास सॉल्क द्वारा विकसित किया गया था ।,82
विकसित,विकसित देशों में वयस्कों ( 18 साल और उससे बड़ी आयु ) का नियमित टीकाकरण न तो ज़रूरी है और न ही इसकी सलाह दी जाती है क्योकि ज्यादातर व्यस्क या तो पहले से ही उन्मुक्त हैं या फिर जंगली पोलियो विषाणु के प्रति उनकी अरक्षितता का जोखिम बहुत कम है ।,105
इससे,इससे मांग में एक जटिल परिवर्तन हुआ जिसके कारण सिगरेट के साथ तंबाकू उत्पादन के औद्योगीकरण की शुरुआत हुई ।,20
इससे,"अगर पीजेडए को हटा दिया जाता है , तो रोगी को यह चेतावनी दी जानी चाहिए कि इससे रोग के ठीक होने की अवधि बढ़ सकती है ( पीजेडए को हटाने के परिणामों को विस्तारपूर्वक नीचे बताया गया है ) ।",118
इससे,लेकिन इससे ऐसा नहीं कहा जा सकता कि उपचार विफल हो रहा है और यह आमतौर पर रोगियों में ( और उनके चिकित्सकों में ) अनावश्यक दहशत भी पैदा करता है ।,192
इससे,"एक परीक्षण से यह भी पता चला है कि एस्पिरिन भी फायदेमंद होती है , लेकिन इससे पहले कि इसे नियमित रूप से काम में लिया जाये , इस पर आगे और कार्य करने की आवश्यकता है ।",219
इससे,"मूत्र में हीमोग्लोबिन का उत्सर्जन और इससे गुर्दों की विफलता तक हो सकती है , जिसे कालापानी बुखार ( अंग्रेजी : "" blackwater fever "" , "" ब्लैक वाटर फ़ीवर "" ) कहते हैं ।",256
इससे,इज़रायल में अगस्त 2007 और मई 2008 के बीच में इस बीमारी के तकरीबन 1000 मामलों की सूचना मिली थी ( इससे ठीक एक साल पहले इसके विपरीत सिर्फ कुछ दर्जन मामले ही दर्ज किये गये थे ) ।,269
दिन,"धैर्य बंधाने के लिए सॉल्क ने 26 मार्च 1953 को रेडियो सीबीएस पर वयस्कों और बच्चों के एक छोटे से समूह पर सफल परीक्षण किये जाने की घोषणा की , दो दिन बाद उस परीक्षण के नतीजे JAMA में प्रकाशित किये गए ।",84
दिन,"MDR - टीबी में उपयोग के लिए कोई आंतरायिक उपचार नहीं है , परन्तु चिकित्सकीय अनुभव यह है कि सप्ताह में पांच दिन के लिए इंजेक्शन से दी जाने वाली दवाओं ( क्योंकि सप्ताहांत पर दवा देने के लिए कोई भी उपलब्ध नहीं होता है ) का बुरा परिणाम नहीं होता ।",157
दिन,"पी. विवैक्स "" और "" पी. ओवेल "" से होने वाले मलेरिया में हर दो दिन में ज्वर आता है , तथा "" पी. मलेरिये "" से हर तीन दिन में ।",252
दिन,यह संक्रमण के 6 से 14 दिन बाद होता है ।,254
दिन,इसका उद्भव काल ( incubation period ) दो से लेकर चार दिन तक का है ।,394
दिन,"गले के भीतर की पेशियों का स्तंभ प्रायः 10वें या 12वें दिन पर दिखाई पड़ता है , जो पहले वहाँ की दुर्बलता से आरंभ होता है ।",425
विश्व,विश्व में किसी भी स्थान से कहीं ज्यादा अफ्रीका के उप सहारा में तंबाकू और भांग का प्रयोग ना केवल सामाजिक संबंधों की पुष्टि करने अपितु नए संबंध बनाने में भी किया गया ।,16
विश्व,"जबकि दुनिया भर के चीनी शहरों में स्थित अफीम के गुप्त ठिकानों ने प्रवासी चीनियों को आपूर्ति जारी रखी , प्रथम विश्व युद्ध के फैलने के बाद यूरोपीय कलाकारों में यह प्रवृत्ति बड़े पैमाने पर कम हुई ।",29
विश्व,द्वितीय विश्व युद्ध के दौरान नाजी जर्मनी आंदोलन समाप्त हो गया क्योंकि धूम्रपान विरोधी समूहों ने जल्दी ही अपना समर्थन खो दिया था ।,38
विश्व,"द्वितीय विश्व युद्ध के अंत तक , अमेरिकी सिगरेट निर्माताओं ने जर्मन काले बाज़ार में फिर से प्रवेश कर लिया ।",39
विश्व,"विश्व स्वास्थ्य संगठन , यूनिसेफ और रोटरी फाउंडेशन के नेतृत्व में १९८८ में पोलियो के उन्मूलन के लिए एक वैश्विक प्रयास शुरू किया गया , जो कि मुख्य रूप से अल्बर्ट साबिन के मौखिक वैक्सीन पर निर्भर था ।",74
विश्व,अमेरिकी दिशानिर्देशों के अनुसार गर्भावस्था में टीबी के उपचार के दौरान पीजेडए का उपयोग नहीं करने की सलाह दी जाती है ; संयुक्त राष्ट्र और विश्व स्वास्थ्य संगठन के द्वारा ऐसे दिशानिर्देश नहीं दिए गए हैं ।,171
फेफड़ों,"1929 में , ड्रेस्डेन जर्मनी के फ्रिट्ज लिकिंट ने फेफड़ों के कैंसर - तम्बाकू के संबंध में औपचारिक सांख्यिकीय प्रमाणों के साथ एक पत्र प्रकाशित किया ।",35
फेफड़ों,1950 में ब्रिटिश मेडिकल जर्नल में प्रकाशित एक शोध द्वारा रिचर्ड डौल ने धूम्रपान और फेफड़ों के कैंसर के बीच में संबंध दिखाया ।,44
फेफड़ों,"चार साल बाद , 1954 में ब्रिटिश डॉक्टरों के एक अध्ययन , यह अध्ययन 40 हजार डॉक्टरों द्वारा 20 से भी अधिक वर्षों तक किया गया था , ने इस बात की पुष्टि की जिसके आधार पर सरकार ने सलाह जारी की कि धूम्रपान और फेफड़ों के कैंसर का आपस में संबंध था ।",45
फेफड़ों,"वह तपेदिक जो फुफ्फुसों ( फेफड़ों ) को प्रभावित नहीं करता , अतिरिक्त - फुफ्फुसीय तपेदिक कहलाता है ।",186
